Stages	CYR61	HSPA6	RGS1	BTG2	ATF3	ETV3	PTGS2	EGR4	EGR1	DUSP1	CDKN1A	TRIB1	NR4A3	DUSP5	EGR2	NPAS4	NR4A1	FOS	JUNB	FOSB	PPP1R15A	SIK1	GPR183	NEDD9	SPRY2
Stage_13	5.32726	5.60647	4.90824	7.60197	5.6656	7.59867	6.85495	7.43532	10.5515	8.65479	4.98443	7.9234	6.47876	5.74141	6.86535	5.7953	7.23957	7.88809	7.94008	5.59109	7.09161	7.22905	5.56437	5.95561	9.70542
Stage_13	5.52877	5.69478	4.1194	7.21826	4.74041	7.79369	7.38859	7.16165	10.7097	8.84347	5.6851	7.44239	6.74459	5.51046	7.17365	6.16627	7.21428	8.16377	7.668	5.62809	7.40691	6.91741	5.13924	6.51897	9.56429
Stage_13	5.95711	6.13794	5.73991	8.29935	5.71274	6.90818	6.08224	7.64126	9.14272	8.93403	6.21771	7.98978	7.59759	6.07821	6.76099	5.18063	6.85674	8.51481	8.11112	6.2048	6.78184	6.61882	5.61886	5.51524	9.28229
Stage_13	5.89082	5.69411	5.01131	7.97966	5.56494	7.75429	5.7655	7.47986	9.8196	9.12594	5.21806	7.52039	7.71686	5.64406	6.47971	4.88736	6.17402	8.09465	7.87924	5.73913	6.90584	6.5537	5.30423	5.96286	8.89228
Stage_13	5.6127	5.87587	4.76906	7.92497	5.80769	7.0823	6.94576	7.04098	10.5097	9.17263	5.05417	7.43509	5.98737	5.47923	7.01793	5.40817	7.2288	7.97611	7.71663	6.14015	7.13579	6.82809	5.38703	6.40516	9.60666
Stage_13	5.64005	5.66931	4.72436	7.95636	5.93617	7.26412	7.25254	7.09851	10.7658	9.04257	5.19682	7.29644	7.15481	5.95356	7.42437	5.72676	7.31867	8.29662	8.10126	6.00117	7.53373	7.30122	5.25953	6.44063	9.79672
Stage_13	5.31026	6.4973	4.11944	7.57067	5.60927	7.88043	7.13432	7.07827	10.3835	8.34522	4.84232	7.79402	7.2182	5.83277	7.22172	6.11174	7.13632	7.84212	7.55819	6.18889	7.53293	6.78634	5.2413	5.27799	9.67358
Stage_13	5.89012	6.08774	4.67712	8.15663	5.62188	7.17608	7.107	7.02099	10.6007	9.22187	5.28782	7.83881	6.86686	5.57527	7.37558	5.82301	7.41257	8.65422	7.81948	5.65794	7.44139	6.97225	5.53975	6.10226	9.55297
Stage_13	5.57969	5.47122	4.95486	8.41627	5.3881	6.93866	6.76645	7.31932	10.4316	8.97097	5.07531	7.88267	6.59321	5.38149	6.69337	5.37748	7.30105	8.18481	8.11124	5.97271	7.14201	7.08676	5.87984	5.97118	9.62087
Stage_13	5.6125	5.93778	4.23057	7.63957	5.4667	6.98237	7.2531	7.25937	10.4861	8.95941	5.78056	7.21913	6.3378	5.92978	7.1842	5.9151	7.18483	7.87274	7.20843	5.9503	7.18834	7.07306	5.093	6.61195	9.87269
Stage_13	5.58778	6.80105	4.89071	7.23768	4.78016	6.76888	5.16664	5.74084	7.87503	9.52505	5.03646	6.59342	5.57851	5.66855	4.75571	4.75616	6.49863	7.60206	6.92377	5.40005	6.61605	6.66199	5.44786	5.47878	8.02866
Stage_13	6.01863	6.17745	4.90545	7.95745	5.67984	7.17575	5.1896	6.13557	8.08752	9.88356	5.77749	6.88004	5.52396	5.60657	5.08449	4.92408	6.81235	7.52591	7.23236	5.55086	7.43154	6.71564	6.01052	5.59945	8.25845
Stage_13	5.53751	6.58055	4.66402	7.44797	5.18786	7.94191	6.1876	6.42218	9.47005	8.70864	5.00526	7.48687	6.99175	5.77088	6.18563	5.14622	6.91649	7.78887	7.34422	5.77725	7.01922	6.43496	5.83846	5.39334	9.17907
Stage_13	5.31702	5.66325	4.22643	7.24718	5.47287	7.61678	6.93304	7.03833	10.2793	8.89888	5.60952	7.17396	6.9635	5.24822	6.62186	5.49719	7.26525	8.46607	7.52051	5.93302	7.50802	7.08396	4.94416	5.79047	9.65076
Stage_13	5.57191	5.8883	5.03227	7.51257	5.64012	7.47016	6.40043	7.17723	10.3077	8.78123	5.85224	7.43356	6.16119	5.75203	6.62588	5.68342	7.00518	6.86996	7.73427	5.94879	6.60055	6.48314	5.90823	6.41912	9.56162
Stage_13	5.53264	5.84733	5.01188	7.91293	5.76566	8.08531	6.97392	7.32645	10.4193	8.71069	4.90477	7.42975	6.8545	5.55794	7.46012	5.7004	7.07556	7.88234	7.8637	5.94228	6.99683	7.04011	5.9937	6.26681	9.75758
Stage_13	5.76099	6.53698	4.81694	7.62225	5.77526	7.31696	6.87049	7.43307	10.4539	8.71376	5.29743	7.69881	6.6741	5.37247	6.99964	5.25952	6.84934	7.92383	7.09558	6.29521	6.94642	7.02994	5.76691	6.52376	9.51414
Stage_13	5.4322	5.40109	4.56383	8.12298	5.28912	7.4069	6.85454	7.12958	10.1647	9.05743	5.33003	7.22849	5.83595	5.89304	6.58522	5.37953	7.22465	8.14954	8.1138	5.8412	7.61798	6.8854	4.81872	6.01373	9.76676
Stage_13	5.61842	6.04381	4.83943	8.15868	5.30008	7.36129	7.72693	7.57232	10.6088	9.13394	5.56764	7.52271	6.58707	5.18056	7.42456	5.65318	6.90724	7.81082	7.49495	5.99937	7.32862	7.35887	5.27533	6.01817	9.68598
Stage_13	5.65282	5.38881	4.79862	7.87956	5.91494	7.35385	7.20516	7.4063	10.6289	8.94929	4.57406	7.57034	6.57067	5.23086	6.74179	5.47627	7.03702	7.91023	7.89152	5.71427	7.25686	6.69732	5.05523	6.1204	9.39832
Stage_13	5.69777	5.46913	4.55265	7.99838	5.1279	6.49904	5.62097	7.60284	9.74418	8.45707	5.19864	7.58704	6.81388	5.24519	7.54455	6.65213	7.23041	8.01573	7.6748	6.26532	7.29894	6.54657	5.57994	5.15046	9.0214
Stage_13	6.418	5.60505	4.82	8.30154	5.95617	7.41272	5.00993	7.76778	9.88146	9.3077	5.28125	8.06812	6.64813	5.2282	7.22846	6.68564	7.0979	8.31617	8.04353	5.92932	6.80774	6.60724	5.15547	5.31788	8.73426
Stage_13	5.8662	6.46264	4.41735	7.94435	5.77408	6.97472	7.40445	6.65982	11.0846	9.65739	5.3824	7.84383	6.27854	6.12554	7.23281	6.45613	7.47479	8.06108	7.76598	5.94801	7.14776	7.36723	5.16335	6.65029	9.67445
Stage_13	5.7071	5.30932	4.1965	7.5628	4.83463	7.52421	7.34022	7.05113	11.2648	9.47955	4.9632	7.52631	6.29702	5.8934	7.60285	7.03353	7.47215	8.39222	7.72577	5.96096	7.67412	6.99031	4.83974	6.1928	9.69209
Stage_13	5.22907	6.0045	4.20162	7.67419	4.86843	6.86367	6.74154	7.08411	10.5212	8.83849	5.0538	6.91985	6.74252	5.22849	6.9859	5.44466	7.06746	8.04253	7.67786	5.86027	6.96462	7.1724	5.40324	5.96282	9.55994
Stage_13	5.48179	5.76703	4.85864	7.48302	5.43584	7.46542	6.96151	6.93934	10.5388	8.88383	4.9352	6.8257	6.38177	5.38799	6.67178	5.1928	7.16407	7.97466	7.57134	5.87244	6.83941	7.08578	5.14419	6.00617	9.2206
Stage_13	4.94079	5.56464	5.14	6.85569	5.91381	7.21486	6.85695	6.40855	9.74235	7.23987	4.99805	6.80255	5.70249	5.61116	5.33925	4.78604	6.17554	6.25979	6.80934	6.1026	6.31624	6.51217	5.81026	6.17138	9.76841
Stage_13	5.22605	5.81614	4.63869	7.76438	5.19677	6.99935	6.96779	7.255	9.9622	8.0758	5.21586	6.88893	5.7465	5.77216	6.00702	4.97822	6.94558	7.68759	7.30104	5.63923	6.68293	6.05069	5.51571	6.10661	9.54479
Stage_13	5.18572	5.54407	4.62659	7.67546	5.38719	7.55695	6.32482	6.53582	8.85694	7.45008	5.07851	7.389	6.43456	5.43103	5.42429	4.71809	6.32371	7.77188	7.29638	5.82361	6.7259	6.16573	5.26164	5.12114	9.42129
Stage_13	5.12721	4.84745	5.88917	7.13359	5.44243	7.98851	6.16918	6.96109	9.77205	7.24921	5.90839	8.09994	6.04421	5.61222	5.64846	5.07022	6.03626	5.88423	7.91111	6.28592	6.74536	6.47098	5.72603	5.06044	9.18613
Stage_13	4.29526	5.16359	4.42238	8.47311	5.26387	7.83138	4.67977	8.0397	8.84557	9.18529	4.61521	8.14462	6.25579	9.19448	4.36402	5.43853	6.60418	6.57913	7.24938	5.29975	6.79748	6.13569	5.50363	5.16621	10.8959
Stage_13	4.84738	5.17703	4.49762	8.05197	4.90696	7.73418	4.39971	8.06827	9.04749	9.1381	4.63972	8.09394	5.8332	8.82421	4.35065	5.90879	6.75521	7.20114	7.40355	5.54468	7.00399	5.89704	5.69552	5.01562	11.1702
Stage_13	4.59595	5.64826	4.63232	7.02698	5.03266	7.81364	6.65558	7.87137	10.2911	7.33708	5.31101	7.66943	6.32011	5.42862	6.97409	5.74911	6.46866	6.43312	7.05957	5.91202	7.12267	6.4253	5.73373	6.30414	9.87539
Stage_13	5.99954	6.07046	5.17942	7.65775	5.85945	7.99173	7.41682	7.8394	10.3578	8.71678	5.85775	7.65255	5.94701	5.65488	6.70302	5.89426	7.20328	7.5378	7.62024	5.82147	6.8693	6.77962	6.20373	6.30377	9.92313
Stage_13	5.54698	5.70226	5.119	7.55762	5.05508	6.86299	4.47448	6.61197	9.40387	7.64797	5.79546	8.02785	6.61919	5.28327	5.25828	4.5639	5.82052	6.52751	6.45569	5.47615	6.33943	6.37336	5.42345	5.27618	9.20145
Stage_13	5.99814	5.47008	4.68384	8.02009	5.22213	7.81653	4.73509	7.37155	9.8301	7.4539	6.29185	7.59005	6.92113	5.80471	5.98145	4.72151	5.85236	7.28567	7.23155	5.74379	7.14045	6.25456	5.94402	5.15323	9.53924
Stage_13	5.0449	5.45181	4.44412	7.30701	5.83442	7.27924	6.36452	6.70246	9.67814	7.30525	5.10865	6.82442	5.38411	5.19129	5.5652	5.30995	6.22435	6.25089	7.21977	5.35778	6.30944	6.40481	5.25901	5.78554	9.93059
Stage_13	5.31	5.60441	4.58395	7.251	5.81385	7.32382	7.03781	7.41423	10.1269	7.43101	4.72718	7.80724	5.88032	6.01629	6.65823	5.65492	6.97066	6.73476	7.18822	5.94131	6.93704	6.41431	5.11325	6.12519	10.012
Stage_13	4.75197	5.91506	4.76533	7.57599	5.79236	7.04733	6.88464	7.18999	9.60188	7.61558	5.48034	7.13584	6.25988	5.33911	6.08217	5.09203	6.16082	6.96576	7.47539	5.65175	6.48213	6.26606	5.82204	5.13878	9.65007
Stage_13	4.75859	5.3449	4.66681	7.01518	5.22212	7.58412	6.19477	7.74268	10.3482	6.7066	4.61237	7.84012	6.03908	5.06256	6.51414	5.00981	6.02178	5.8276	6.92724	5.9226	6.39449	6.60241	6.29631	5.88569	9.83297
Stage_13	5.62939	5.85268	4.67011	7.06181	5.92802	7.41099	6.76344	6.81193	9.67311	7.83891	5.20409	7.5099	5.69016	5.25053	5.20251	4.5473	6.80748	6.78787	7.34785	5.96452	6.2509	6.23861	5.55427	5.98722	9.49211
Stage_13	5.91747	4.98098	4.96828	7.71143	5.45751	6.96507	6.40547	6.38728	9.99086	8.25774	5.33771	7.43485	5.8833	5.98193	6.18992	4.91942	7.18774	8.17205	7.64867	5.35823	6.45558	7.04024	5.78484	5.58678	9.77084
Stage_13	5.66884	5.41911	5.04966	7.88607	5.13253	7.57449	5.07782	5.68959	6.81817	8.33368	4.72829	6.78984	5.59947	4.98206	5.06994	4.5536	5.46463	6.76166	7.19022	5.54945	6.81908	6.0528	5.64156	5.16256	8.62915
Stage_13	4.87308	5.53638	4.62912	7.65397	4.84435	7.47695	4.2787	5.68571	6.91984	9.40128	4.93751	7.0432	5.1661	6.13996	4.99679	4.71962	6.04689	5.76462	7.301	5.51472	7.12554	6.44615	4.96051	4.66399	8.62981
Stage_13	4.92558	5.08335	4.8907	7.53459	5.09273	7.75635	5.32137	7.06336	9.92649	6.67302	5.19411	7.72159	6.39435	5.30312	6.50418	5.15399	5.68796	6.17913	7.1381	6.02122	7.02134	6.03603	6.07667	5.21601	9.67271
Stage_13	4.61939	5.43304	4.79926	6.87777	4.85463	7.59751	5.98903	6.79257	9.65169	7.05261	5.0865	7.20283	6.29783	5.37373	6.40155	5.37568	6.55699	6.29361	7.13177	5.80898	6.77975	6.41726	5.14909	5.34781	9.45725
Stage_13	5.04043	5.85127	4.45971	6.95684	5.29695	7.25637	6.58517	6.62211	9.9009	7.02037	4.55215	7.43952	6.00557	5.05202	6.04735	5.1219	6.63871	5.96849	6.92889	5.65891	6.55448	6.24826	5.21333	5.72378	9.66149
Stage_13	5.41988	5.1606	4.88426	7.40138	5.35325	7.14614	7.00295	6.82951	10.0919	6.95913	4.92909	7.50578	6.05107	5.17	6.01482	5.51062	6.98057	6.90294	7.61971	5.52882	6.37699	6.73817	5.62974	5.84442	9.68924
Stage_13	5.19956	5.79756	4.01291	7.2356	5.43355	7.43552	6.44847	6.71859	10.0437	7.39077	5.41552	6.50428	5.48784	5.3213	5.69461	5.05557	6.38422	7.07236	7.42564	5.56358	6.63841	6.29362	4.43488	5.69218	9.1889
Stage_13	4.92977	5.27199	4.99683	7.25057	5.76816	6.73577	6.69892	6.86112	9.86421	7.85342	4.76024	7.4732	5.70488	5.58209	5.72297	4.76814	6.48878	6.18608	7.51353	5.61522	6.34885	6.72553	5.59235	6.15299	9.35926
Stage_13	5.07242	5.85278	4.86028	7.39365	5.36019	7.19759	6.60081	6.96731	9.76428	7.09659	4.66032	7.36675	5.54585	5.34625	5.57768	5.04916	5.88413	6.80867	7.05817	5.79978	6.55562	6.46923	5.71601	5.50865	8.80675
Stage_13	5.12606	5.07339	4.87623	7.20237	4.96333	7.60245	7.07593	6.81745	9.77021	7.58912	5.46662	7.32667	5.78652	4.41657	6.54654	5.03657	6.4779	6.29471	7.67497	5.32934	6.56621	6.88079	5.88121	6.18717	9.87437
Stage_13	6.02068	5.41989	4.19545	7.39651	5.58327	7.4837	5.26634	7.43915	9.82584	8.11332	5.02576	7.7781	6.25323	5.72018	6.38227	5.0723	6.72354	6.83286	7.04146	6.01692	6.31467	5.54031	4.77843	5.39824	9.14516
Stage_13	5.82046	5.42522	4.12747	7.7615	5.1995	7.92328	4.39108	8.43108	10.3398	7.99499	4.5839	7.74031	5.93554	5.80066	8.06911	6.03043	6.97901	6.36398	7.74397	5.74096	7.25739	6.44663	5.18017	4.74415	9.20258
Stage_13	5.48671	5.32778	4.60679	6.85414	5.03545	7.46651	6.83807	6.15895	10.2869	7.74092	4.91061	7.16926	5.79419	5.78487	5.55466	5.66914	6.77859	7.009	7.09214	5.77885	6.67619	6.5611	4.88763	6.14272	9.70983
Stage_13	5.43337	4.89654	4.08506	6.69667	4.43625	7.6923	7.34176	6.82993	10.9322	8.11039	4.75036	6.99164	5.74565	5.32211	7.3976	5.80098	6.57761	7.06923	7.02489	5.68694	7.32219	6.64776	4.76801	5.36923	9.91467
Stage_13	5.60961	5.25573	5.07729	7.53621	6.03651	7.17242	7.44867	7.02076	9.92014	9.08015	4.75079	6.84555	5.86212	5.47718	5.86227	4.85817	7.08508	7.97444	7.16727	5.15797	6.3379	6.73006	6.07382	6.43807	9.8339
Stage_13	4.79824	6.01395	5.04334	7.42612	5.27569	7.50663	7.01996	5.94778	10.0622	8.08341	5.30986	7.22896	6.02618	5.3856	6.10112	5.36597	6.25549	6.61303	7.15507	5.71216	6.58606	6.34644	5.24251	5.86956	9.44256
Stage_13	5.1501	5.35455	4.2006	7.77336	5.26122	6.78801	5.81287	5.48502	8.03777	7.30833	6.04366	6.87711	5.1105	5.30015	5.05857	4.34606	5.30828	5.97289	7.64689	5.98647	7.05365	6.34107	4.79456	6.35015	9.47341
Stage_13	5.0042	5.19263	4.90649	8.1222	5.51922	6.75487	5.24569	6.38762	8.00468	7.22113	5.61326	6.79941	5.25161	5.02995	4.7653	4.2813	5.57068	6.15782	7.96295	5.18797	7.08294	6.40895	4.96512	6.39583	9.0629
Stage_13	4.8946	5.24228	4.82263	7.71583	5.1345	6.22878	5.49377	6.65355	7.97783	7.00648	6.00023	7.1597	5.56417	5.02286	5.11656	4.47167	5.06692	5.58899	7.45952	5.72126	6.62267	6.03215	5.35268	6.38481	9.4357
Stage_13	5.34084	5.49708	4.89546	8.62074	4.79464	7.26105	5.75073	6.78873	7.60468	6.8323	5.32368	7.11812	5.51339	5.2424	5.22325	4.73931	5.6027	6.13823	8.02047	5.63855	6.8294	5.99116	5.20929	6.05055	8.90577
Stage_13	4.30326	5.35125	3.6367	7.73582	4.51844	6.99664	4.92329	6.32166	6.5366	7.59288	6.14465	7.01112	4.71066	6.79778	4.46707	4.9048	5.00847	5.22128	6.84596	5.03101	6.61725	5.88148	4.49118	5.50098	10.2621
Stage_13	4.65427	5.7192	3.83195	7.92136	4.93636	6.87599	4.82898	6.29508	6.12493	7.57098	5.87801	7.41092	4.80162	6.49626	4.38356	4.64899	5.14502	4.96685	7.09992	5.35165	6.8064	5.99108	4.66463	5.67126	10.1079
Stage_13	5.36516	5.46738	4.4231	7.39251	4.98632	7.02345	5.23065	5.89441	8.24536	6.86447	6.22197	6.7794	5.49058	5.20975	4.84409	4.3835	5.47356	5.73016	6.93355	6.04522	7.18444	6.37187	4.91433	6.32292	9.71766
Stage_13	5.4239	5.67818	4.53443	7.99612	4.94552	7.67819	5.63209	6.09407	8.14714	7.05989	6.30749	7.3499	5.83511	5.09514	4.84433	4.07854	5.14933	5.95667	7.31023	5.47591	6.96161	5.91591	5.12352	6.18448	9.61725
Stage_13	5.47255	6.0483	4.01264	7.68238	4.86663	7.21409	5.22546	6.68919	8.52184	7.22069	6.2191	7.15582	6.33252	5.6221	5.50928	4.91547	5.67481	6.46399	7.30949	5.92274	6.08528	6.29233	5.1133	6.47416	9.32541
Stage_13	5.10251	4.99597	4.54277	7.95878	4.48036	7.33145	5.28477	6.58536	8.25804	6.69682	5.51119	6.88192	6.33671	5.90108	5.27251	4.63387	5.50773	6.785	7.51189	5.29814	6.51799	6.63781	5.17415	5.75666	8.94327
Stage_13	5.46908	6.00202	3.95598	7.34689	4.63794	6.97026	5.27756	5.92951	8.27489	7.20701	5.79563	6.96908	5.12095	4.92884	5.11501	4.60916	5.44041	5.5919	6.97782	5.60852	6.93781	6.43341	4.70873	6.54783	9.27386
Stage_13	5.40151	5.42859	4.74341	7.98496	4.9601	6.82062	5.17875	5.93567	7.92933	7.4522	5.59224	7.12651	5.28332	5.23149	4.64316	4.26656	5.13817	5.53779	7.37126	5.51931	7.0958	6.0929	5.36293	6.34887	9.50253
Stage_13	5.16054	5.837	4.5211	7.81574	4.84782	6.99722	5.51578	6.29639	8.57061	6.71702	6.05154	6.41305	5.72459	4.99186	4.96197	4.71885	5.51897	5.45532	7.18005	6.04233	6.63645	6.02687	5.16668	5.84215	9.87938
Stage_13	5.10957	5.48723	4.2409	7.61933	5.35456	6.83932	5.56552	6.62947	8.32513	6.99015	6.95116	7.10447	5.35939	5.21455	5.58331	4.60273	6.08918	5.75781	7.73917	5.70417	6.85067	6.3493	6.13511	6.27516	9.79441
Stage_13	5.5915	5.61319	4.0759	7.31187	5.17005	6.8013	5.24811	6.35587	7.92788	7.04681	6.28544	7.24717	5.21939	5.36824	4.78824	4.68821	5.77429	5.93566	7.25209	5.78995	6.23179	6.33368	5.24556	6.54194	9.53025
Stage_13	5.70228	5.45769	4.43472	8.15204	4.8207	7.30563	5.99696	5.78659	8.34165	6.89433	5.71232	7.25077	5.22956	4.86046	5.04501	4.4285	5.29712	5.81297	7.63897	5.6925	6.95059	6.21998	5.29407	5.83037	9.01804
Stage_13	5.2366	5.69682	4.7747	9.17654	5.25922	7.58684	6.58764	6.03501	6.33504	8.22893	6.86821	7.85265	5.01576	5.12404	4.71657	4.63971	5.36119	6.67379	7.3976	5.31036	6.31256	6.34867	5.19445	7.30702	9.56346
Stage_13	5.32959	5.90042	4.99996	9.18818	5.04623	7.11491	6.40031	6.40614	6.27505	8.00827	5.69804	7.85104	4.91053	4.95881	5.18356	4.52841	5.39275	6.11714	8.40463	4.94842	7.33486	6.26072	5.57357	7.21007	8.69868
Stage_13	5.27689	5.7266	4.87176	7.69314	5.08903	6.93756	5.20202	6.34748	8.20785	7.22067	5.79655	7.06709	6.22733	5.06951	4.85784	4.48199	5.36137	6.41018	7.14318	6.01737	6.97982	5.98724	5.4682	6.38356	9.65596
Stage_13	5.00496	5.76064	5.16241	8.09078	4.97049	7.25467	5.19914	6.50007	8.09601	7.30469	5.41211	6.98281	6.24584	5.05958	4.95006	4.4728	5.80287	6.21638	8.01178	5.34149	7.37182	6.30108	5.4175	6.61851	9.40344
Stage_13	5.11325	6.18098	4.16895	7.45283	4.91354	6.9938	5.30394	6.42556	8.51812	6.99771	6.22069	6.99491	5.72799	4.84886	4.83611	4.5081	5.0866	5.46186	7.26968	5.73306	7.06356	6.00445	4.99549	6.61984	9.42995
Stage_13	5.39971	5.73556	4.59172	7.6891	5.55095	7.59779	5.10059	5.96548	7.96598	6.88266	5.61403	6.64851	5.27154	5.54132	4.61286	4.64627	5.6865	5.71084	7.37291	5.54797	7.36303	6.03439	5.86092	6.50421	8.8671
Stage_13	5.438	5.81209	4.21013	7.78344	5.08813	6.53555	5.53664	5.86871	7.91353	6.42559	6.02439	7.2844	5.15574	5.3689	4.66701	4.7268	5.74847	5.94931	7.29312	5.99728	6.91701	6.26567	5.49427	6.14089	8.85645
Stage_13	5.29318	5.70412	4.46963	7.59193	4.8736	6.89813	5.15504	6.23571	7.93388	7.2573	5.68686	7.31846	4.90583	5.78574	4.72901	4.44363	5.60016	5.59506	7.27927	5.89852	6.30688	6.30386	4.96933	6.37586	9.29108
Stage_13	5.2321	5.57967	4.9381	7.59106	4.96357	6.60227	4.86766	6.10201	8.19195	6.91878	6.39191	7.02096	5.00417	5.4034	4.83415	4.46076	5.17587	6.33465	7.18781	5.80049	6.78562	6.10405	4.92162	5.89642	9.34418
Stage_13	4.98235	5.07832	4.40147	7.98107	4.65303	6.68892	5.17367	6.60549	8.33757	7.25892	6.4456	6.78473	5.58837	5.35304	4.62482	4.59241	5.496	5.49547	7.34317	5.5646	7.56134	6.42545	4.86941	6.15104	9.20728
Stage_13	5.19873	5.58191	4.28199	7.80141	5.22534	6.98738	5.1198	7.27331	9.21154	7.04942	6.50659	7.20831	5.68618	5.88244	6.01698	4.5784	5.5881	6.05699	7.53787	6.0508	7.22869	6.29652	5.20581	6.28387	8.7935
Stage_13	5.3271	5.52166	5.20636	8.29287	5.18685	7.32928	5.57063	7.7159	9.33233	7.03647	6.96104	7.25253	5.45949	5.79519	6.15481	4.50872	5.9984	6.86377	8.31693	6.0207	7.49011	6.43855	5.28425	6.45235	8.63646
Stage_13	5.26885	5.65637	4.5703	8.17432	5.33057	7.01867	6.19984	6.69784	7.82879	7.366	6.37153	6.91852	4.97229	5.46284	4.70431	4.57007	5.82726	5.69788	7.62654	6.15784	6.72943	6.22085	5.0324	6.63787	9.03526
Stage_13	5.39472	5.5747	4.29837	7.9701	4.53016	7.37075	5.49023	5.77178	7.94297	7.38884	6.03833	6.80569	4.84843	5.3423	4.80847	4.33627	5.48655	6.7149	7.94455	5.71636	7.48666	6.33165	4.79693	6.79741	9.20033
Stage_13	5.23774	5.61156	4.31193	7.52225	4.66473	7.25696	5.27287	5.91721	8.32071	6.78763	6.17138	7.05358	5.48876	5.39994	4.76842	4.36691	5.2333	5.46894	7.10636	5.8602	7.14384	6.47203	4.84902	6.24345	9.78869
Stage_13	5.19208	5.2573	4.89573	8.049	4.85057	7.25029	6.14883	6.21747	8.18202	7.052	5.7792	6.79816	5.43623	4.79355	4.78635	3.94171	5.39639	6.21184	7.56149	5.31231	7.33747	6.03051	5.55758	6.31108	9.16118
Stage_14	5.98227	5.99192	4.16837	7.27636	5.59274	6.94604	6.65561	6.79083	9.54689	8.35492	6.09457	7.17829	4.79061	5.49131	5.22429	5.4485	5.74678	6.3615	8.04029	6.61366	5.80679	6.02015	5.00945	5.73033	9.63309
Stage_14	5.85248	6.01431	4.76987	7.322	5.61661	6.96073	6.33994	6.93539	9.21779	8.04698	5.7803	6.89517	5.07388	5.98116	5.24548	4.57216	6.04008	5.59475	7.5223	6.2917	5.72194	6.41942	5.01261	5.90862	9.09567
Stage_14	8.89744	6.62751	7.19632	8.0967	6.99366	6.18017	8.96109	6.53884	9.62737	9.95673	7.39812	7.35567	6.18961	6.7737	5.83153	5.29104	7.92901	9.20515	8.72892	5.90526	6.5455	7.43826	6.58645	7.26409	8.42264
Stage_14	5.18734	6.16664	4.42108	6.71585	5.08143	6.41037	4.95625	6.97808	7.92882	7.1836	5.31586	7.48374	5.23844	5.44088	5.0809	5.5869	5.94512	6.99136	7.99491	6.18074	6.90187	5.96906	4.93015	5.29912	9.53146
Stage_14	4.82867	5.13779	5.85635	7.12801	5.3513	7.46667	5.48816	6.80059	8.99087	8.13735	6.75214	7.20138	5.87451	7.59833	4.93622	5.43754	5.64704	6.04812	6.51558	5.69881	6.8252	5.901	5.2455	5.67741	10.4364
Stage_14	5.81753	6.2716	4.80601	7.4138	5.38461	7.30126	6.66507	6.44672	9.34207	7.65776	5.27318	6.90647	5.78294	5.0569	5.07668	5.22747	6.24879	6.22748	7.29164	5.42206	6.11071	6.49454	5.26512	5.8133	9.58472
Stage_14	5.67573	6.63627	5.2036	7.60733	5.31034	6.94795	6.39356	6.36251	9.03411	8.17148	6.42623	6.85204	5.75544	5.11466	5.36713	4.90166	6.25197	6.51336	7.65653	5.55756	6.77889	6.33597	5.11474	5.61649	9.48502
Stage_14	5.29373	6.59916	4.7359	7.27339	4.55081	7.07054	5.60816	6.7317	8.2686	7.34952	5.36277	7.64999	5.66101	5.67854	4.97752	5.0687	5.59516	6.21086	8.42652	6.06318	6.30552	5.90097	5.03043	6.32958	9.37518
Stage_14	5.40151	5.80371	4.67773	7.01646	5.48667	7.16833	6.62331	6.57702	9.04855	7.84264	5.51523	6.83972	5.37707	5.93991	5.58267	5.07751	5.73012	6.08304	6.9556	6.2537	6.13055	6.43713	5.23113	6.02165	9.95273
Stage_14	5.3331	5.20037	3.80307	7.19414	5.00466	7.24649	7.00711	6.86076	9.8484	6.79203	5.18552	6.46735	5.48203	5.53977	5.85743	5.54536	6.24271	5.69906	6.98459	6.01341	7.08403	6.95483	4.50405	5.72482	9.98493
Stage_14	5.25218	6.35727	5.52043	6.92928	4.73762	6.38616	6.09528	6.88162	9.35464	7.98197	5.30456	7.50013	5.33592	5.44775	5.41166	6.07425	6.56891	6.3841	7.12308	6.72787	6.1848	6.34209	5.36538	5.27086	9.28887
Stage_14	5.49372	5.63138	4.62201	6.65597	5.05544	7.64797	6.47448	6.46822	9.33503	6.38835	5.45183	6.92573	5.78534	4.8408	5.59249	5.17585	6.10576	6.78995	7.44941	5.68961	6.42022	5.84928	5.05678	5.35141	9.51771
Stage_14	6.21052	6.39605	4.60555	7.00434	5.16157	7.15684	7.24742	6.61906	9.54794	7.83492	5.6164	7.15339	5.48019	4.91194	5.1293	4.8092	5.90562	7.19148	6.98226	5.7117	6.15299	6.38603	5.21845	6.1681	9.79189
Stage_14	5.78104	6.82095	4.50129	7.1562	5.2655	6.5472	6.42165	6.25779	9.03726	7.57695	5.96772	7.0053	5.23852	6.00372	4.93826	5.22367	6.2174	6.79519	6.75971	5.68477	6.79802	6.47295	5.70554	6.16613	8.28981
Stage_14	5.27583	6.43989	5.11446	7.39379	5.12093	7.60508	4.24999	5.77008	6.48117	8.41988	4.94609	7.45898	4.92075	5.66439	5.35282	4.55418	5.09099	6.72576	6.64144	5.2089	6.25474	6.29759	4.95008	5.47193	9.22287
