Stages	CYR61	HSPA6	RGS1	BTG2	ATF3	ETV3	PTGS2	EGR4	EGR1	DUSP1	CDKN1A	TRIB1	NR4A3	DUSP5	EGR2	NPAS4	NR4A1	FOS	JUNB	FOSB	PPP1R15A	SIK1	GPR183	NEDD9	SPRY2
Stage_5	4.39534	5.60503	4.54918	6.42289	4.19161	7.63452	4.22316	5.79591	5.41118	7.45625	4.90964	7.84676	6.03307	5.17212	4.50896	4.24072	5.30502	4.45203	6.09315	5.40549	8.2429	5.90444	4.49044	7.34898	10.2551
Stage_5	4.45417	5.5247	3.60637	6.71854	4.53438	7.45835	3.99298	6.1575	7.18982	6.75111	4.46773	7.65263	6.09151	6.32221	5.14179	5.52405	5.15765	4.70854	6.92576	5.57828	7.82886	6.70462	4.49298	7.52951	9.32758
Stage_5	4.40534	5.28933	4.20159	6.10023	4.30362	7.53181	3.92343	6.05949	6.77774	6.88755	4.99864	7.10934	6.34331	6.04578	5.10706	5.85726	5.06074	5.00787	6.60312	5.55024	8.28875	6.30572	4.33658	7.81653	8.5596
Stage_5	4.78066	6.12813	4.27347	6.31061	4.62307	7.5707	4.12686	5.63698	5.35458	7.34041	5.10701	8.1842	7.11183	4.71118	4.96635	4.2947	5.39158	4.3224	6.92469	5.6618	7.54349	7.24634	4.5974	8.21265	9.99203
Stage_5	4.46766	5.66046	3.99834	5.9453	4.2232	7.73518	3.75246	5.3965	5.53126	6.95423	5.07187	8.13793	7.18197	4.27941	4.95872	4.39792	5.47061	4.38031	6.00978	5.72691	8.02555	7.99774	4.15841	8.56715	9.68931
Stage_5	4.57414	5.9404	4.42648	6.52741	5.04085	7.17295	5.20874	6.00988	5.70097	6.77264	4.63268	7.68703	6.95707	5.10646	4.77505	4.61928	4.90794	4.56486	6.83189	5.42097	7.64642	6.85815	5.05134	7.95399	10.0353
Stage_5	4.46751	5.77076	3.83351	6.20711	4.13762	7.64528	4.71359	5.4053	5.41494	7.14773	5.0047	8.35616	6.30859	5.11261	4.46182	4.31673	5.00828	4.4445	6.36092	5.26689	8.08981	6.2662	4.11627	8.20991	10.6339
Stage_5	4.71302	5.86164	4.7083	5.6587	4.65362	7.11331	4.22601	5.59509	5.56984	6.4397	4.76685	8.21432	6.95984	4.67243	5.12708	4.63457	4.94787	4.44952	6.75931	5.49665	7.89339	6.16996	4.71138	6.78854	10.463
Stage_5	4.36337	4.88525	3.91435	6.24964	3.97421	7.53795	4.06822	5.48981	5.39912	6.74424	5.39169	8.3072	6.59386	4.56941	4.70675	4.43865	4.82994	4.42071	6.09942	5.43682	8.10981	6.40914	4.50437	7.03405	10.3913
Stage_5	4.78242	5.43582	4.02834	7.16085	4.75255	7.32557	3.98188	5.44199	6.35296	6.54854	5.34085	6.71063	5.43232	4.44565	5.10585	4.8555	5.73048	4.74393	6.85466	5.97781	7.72052	6.54868	4.78241	6.52403	9.62954
Stage_5	4.66159	5.58404	3.91901	7.30187	4.00958	7.28987	3.99685	5.39266	5.76609	6.51912	5.03555	7.15487	6.04899	4.54573	4.4766	4.27352	4.96203	4.60534	6.12908	5.25693	7.53714	6.06419	3.91706	6.64634	10.1859
Stage_5	4.3803	4.99879	4.25813	7.07431	4.54256	8.1658	3.743	5.46406	6.46565	6.54316	5.24457	8.88606	4.86155	6.45181	4.35846	4.34109	5.00378	4.929	6.20581	5.18152	7.36463	6.19211	4.219	6.45409	10.7818
Stage_5	4.33486	4.77755	4.32967	7.07677	4.33241	7.26641	3.7502	5.06617	7.12722	7.18393	4.79619	8.9514	4.64612	6.28269	4.50951	4.04654	4.71675	4.67753	6.4178	4.961	7.70699	6.48876	4.03561	6.50171	10.5054
Stage_5	4.13434	5.18978	4.01206	5.8227	4.29958	6.99163	4.24147	5.15628	5.10773	7.2651	4.71689	8.31339	6.85868	4.26112	4.61831	4.23551	5.47718	4.23236	6.21018	4.97412	8.52778	6.3945	4.14191	9.11187	10.4121
Stage_5	4.2683	5.58926	4.08885	6.49992	4.14765	7.39777	4.29101	5.78713	5.7315	7.50989	4.34714	8.12787	6.83474	4.47603	4.52401	4.25173	5.10346	4.21998	6.38333	5.25789	8.66298	6.22579	4.12916	9.42455	10.3835
Stage_5	5.16135	5.33084	4.08337	7.0658	4.37648	7.90136	4.35743	5.84944	7.30091	6.85294	4.76746	7.82603	8.87149	6.14695	4.61508	4.06515	4.70287	5.39209	6.48783	5.5613	7.6727	5.72305	4.28394	6.68596	9.71499
Stage_5	4.94096	5.10888	4.16899	6.42644	4.10606	7.76616	3.71925	5.43528	7.48556	6.33039	5.25477	7.4127	8.4122	6.82516	4.74195	4.1335	4.92411	6.05295	6.29257	5.00561	7.68359	5.39369	3.93042	6.74004	10.2958
Stage_5	4.24146	5.35507	4.20081	5.95493	4.4276	7.71095	3.83579	5.44317	6.46355	7.22053	5.09817	9.17715	7.51414	4.90438	4.81829	4.42965	5.38591	4.61458	5.96206	5.35554	8.7419	6.72994	4.05603	7.11521	10.0729
Stage_5	4.31022	4.78817	4.35701	4.99935	4.66541	7.34022	3.93169	5.17779	5.65728	7.12118	4.73253	9.00703	7.3718	5.079	4.68634	4.63942	5.54919	4.86263	7.09629	5.8084	8.153	6.94219	5.0168	6.582	10.5309
Stage_5	4.73194	5.74076	4.28978	5.77077	4.3621	7.20283	3.83776	5.75474	6.03176	5.96865	5.06987	7.66383	4.82653	4.18012	4.47611	4.32515	5.21452	4.46064	5.69814	5.44471	8.18092	5.98086	4.02428	5.21366	9.26113
Stage_5	4.27597	4.78171	4.4129	6.74002	4.23107	6.18	4.1467	5.35386	6.10167	6.2654	4.97133	7.82909	5.1338	4.54803	4.7687	4.57894	5.17649	4.73981	5.9587	5.15201	8.22977	6.74614	4.28647	5.863	9.48643
Stage_5	4.55378	5.64393	4.16963	6.32108	4.30357	7.57952	4.12895	6.02269	5.76096	7.09969	5.00439	7.89794	7.69031	4.65198	4.72628	4.26767	5.45789	4.30191	6.66737	5.309	8.48666	6.40549	3.89889	8.42526	10.6338
Stage_5	4.92696	5.13757	3.90981	6.7456	4.13801	7.91136	4.06533	6.0319	5.60048	7.52364	4.44127	7.79911	7.27774	4.4993	4.53682	4.67794	5.28232	4.50538	6.30375	5.75955	8.22642	6.43489	4.21218	8.42131	10.6169
Stage_5	4.37074	5.0873	4.36029	5.99091	4.2481	7.94313	4.28258	5.56446	6.20189	7.744	4.61943	8.55991	7.29	4.81708	4.72425	4.41604	5.69902	4.99967	5.26792	5.30474	8.66964	6.37487	4.03073	8.85641	10.3918
Stage_5	4.45567	5.47777	4.01222	5.96328	4.56401	7.09466	4.01964	5.72211	5.64479	6.93247	4.91114	8.82595	7.59119	4.62308	4.83681	4.66007	5.36129	4.15412	6.47782	5.38754	8.43631	6.76803	4.53056	7.53539	9.76323
Stage_5	4.38118	5.42418	4.10914	6.13969	4.279	7.88064	3.86519	5.49233	5.68482	7.13023	4.57361	7.99445	6.62368	4.61262	4.66047	4.53578	5.13943	4.48624	6.34677	5.70955	8.67181	6.71673	4.37656	8.16179	10.6958
Stage_5	4.13929	5.0766	3.86413	6.22634	3.99664	8.08713	4.1977	5.72546	5.83346	7.3328	4.92429	7.62395	6.27312	5.00913	4.70248	4.30439	5.48953	4.4283	5.96465	5.52931	8.64017	6.2354	3.83659	8.06207	10.5537
Stage_5	4.72025	5.74279	4.54549	6.51451	4.36205	7.50835	3.85713	5.86002	5.76672	6.86293	4.24425	8.34688	6.61357	4.51792	4.78892	4.61691	5.23101	4.22707	6.99824	5.86856	8.20311	6.30183	4.27864	7.0537	10.1427
Stage_5	4.64341	6.02017	4.48288	5.58372	4.61088	7.7022	4.24577	5.39815	6.33255	6.93932	4.98404	8.66497	6.72535	4.77	4.88654	4.61674	5.5238	4.32883	6.34453	6.06276	7.86983	6.51867	4.86389	6.77523	10.2242
Stage_5	4.47429	5.64041	4.05025	6.9408	4.32931	7.51805	4.35462	6.25257	7.48403	6.48769	5.10043	7.57517	5.80398	5.64737	4.84103	5.05698	5.00133	5.31083	6.64811	5.70994	7.25466	6.20021	4.07168	7.17942	9.74233
Stage_5	5.1406	5.13818	4.31363	6.79845	4.10025	8.09708	3.82031	6.26363	6.9974	7.17866	5.354	7.38626	6.31768	6.00002	4.94831	5.81247	5.20048	5.00164	6.79394	5.39825	7.94226	6.12714	4.26143	7.61312	8.73378
Stage_5	5.23417	5.01176	3.76673	6.64097	4.07885	7.97831	3.6658	5.10544	5.5571	7.00713	4.94026	8.40514	6.66561	4.14599	4.50484	4.31114	4.97478	4.33533	6.23594	5.5179	8.2985	6.50752	3.93932	8.29131	9.50259
Stage_5	4.79374	4.82415	4.87079	5.87363	4.3917	7.77792	3.97511	4.87941	5.67715	7.3325	5.10025	7.9139	7.23223	4.92806	4.67268	4.16915	5.60474	4.75075	6.84368	5.21457	8.84768	7.07776	4.99293	7.68247	10.1637
Stage_5	4.71667	5.40657	4.05297	6.54058	4.41125	7.21517	4.11809	5.27683	5.83437	7.25026	4.69841	8.20681	6.3156	4.33225	4.58081	4.32367	5.59968	4.3455	6.22227	5.2211	8.43665	6.29202	4.1952	8.53621	10.3622
Stage_5	4.45352	5.38418	3.81327	6.46044	4.25264	7.19686	4.23939	5.31047	5.54058	7.05717	4.60494	8.46885	6.42498	4.3772	4.62477	4.24813	5.127	4.15311	6.25299	5.20714	8.46366	6.41202	4.16166	8.28662	10.4063
Stage_5	5.9568	6.01643	4.04637	8.30322	5.42811	7.57204	5.12172	6.04177	9.44408	9.55497	5.00727	8.47474	7.38334	5.38711	6.19213	4.84855	6.40527	9.70914	7.86583	7.9463	8.21082	7.76395	5.45022	8.02834	10.656
Stage_5	5.35148	5.50299	3.78379	7.01438	4.05759	7.48353	3.92384	5.34993	8.23725	8.08032	4.98946	7.74385	6.85387	5.10611	4.79555	5.28911	5.19936	7.64296	6.97354	5.28572	7.9776	6.69307	4.40651	7.77444	10.1159
Stage_5	5.0631	5.96501	3.75139	7.53654	4.32192	7.50196	4.92264	5.66888	8.01886	9.89455	5.39781	8.24448	7.02088	5.78741	5.06511	4.22303	5.45211	9.05331	7.52373	6.71929	7.49908	7.27959	4.98062	9.76953	10.6174
Stage_5	7.41737	5.42571	3.97602	8.80472	4.56616	7.73684	7.00304	5.31403	9.64058	9.34928	5.39199	7.34463	4.59861	5.02908	5.8457	4.22541	5.64224	10.1993	7.64817	7.12396	8.4341	7.13381	4.2454	7.5815	10.1641
Stage_5	4.73814	5.62898	4.01614	6.81643	4.16349	7.30687	4.35894	5.68837	7.74168	8.08591	4.8929	8.47225	7.20422	4.87673	5.18232	4.68155	5.34281	7.64073	6.94018	6.55792	8.29464	7.5602	4.80122	7.95463	10.1036
Stage_5	4.82704	5.59143	3.72848	6.70035	4.67411	7.03004	4.60317	6.24158	7.01654	8.27417	5.63028	8.16316	7.43865	5.0939	5.02715	4.67446	4.96033	6.85901	7.3329	6.13286	7.55805	7.29472	4.598	7.50441	10.1839
Stage_5	4.42631	5.95869	3.56303	6.21455	3.98289	7.24446	3.92255	5.45752	6.29517	7.8986	5.2097	7.51335	4.77993	4.57097	4.70071	4.43887	5.53421	6.35035	6.56738	5.40946	7.97125	6.96452	4.24202	5.49246	9.40876
Stage_5	5.8931	5.66404	3.5202	7.96793	5.19671	6.82441	7.24372	5.54535	9.04914	9.73474	4.97393	7.73151	6.44102	5.72713	5.85999	4.29423	5.52108	10.1743	7.73391	7.24521	7.55972	6.92694	4.6669	7.5	10.1026
Stage_5	6.02752	5.66006	3.97125	7.69483	4.83351	7.3902	4.89269	6.1184	9.31866	9.4268	5.78743	8.60003	7.31667	5.40302	5.71645	4.54572	5.59632	9.19751	7.29122	7.31665	7.84538	7.74203	4.43017	9.28885	10.5041
Stage_5	5.08323	5.89237	3.96605	6.80094	4.37785	6.83679	4.39109	5.78437	7.75993	8.71111	4.77331	8.2914	6.32964	5.5117	4.7228	4.40686	5.62171	8.11588	6.6861	5.98384	7.7739	7.17168	4.33969	9.04793	10.2403
Stage_5	6.99995	5.68202	3.99474	7.84989	4.9498	7.23713	4.23422	5.98005	9.46173	8.88231	5.13672	7.78588	7.11488	5.63316	6.20286	4.632	6.14866	9.3318	7.47573	7.66241	8.27444	7.08068	4.86962	7.0335	9.92824
Stage_5	4.69019	5.90714	3.73528	6.92843	4.30999	7.39865	3.95412	6.07237	8.24763	8.42737	5.05395	8.49348	6.6067	6.04169	5.14692	6.25572	5.52137	5.96921	7.11691	5.56325	7.59458	6.92531	5.07215	8.42978	9.25045
Stage_5	5.64954	5.73997	4.34145	7.96888	5.16767	7.55063	5.64815	6.32937	9.80052	10.2066	4.74098	8.75951	7.44598	6.34177	6.39703	4.21067	5.69105	10.75	8.45653	7.65937	7.34646	7.61331	5.46347	7.73466	10.5037
Stage_5	5.78515	5.32691	3.4664	7.51426	4.53561	7.58948	5.16379	5.40596	9.20814	9.72805	5.17424	8.11418	6.74625	5.36801	5.59064	4.25505	5.49699	9.52527	7.64879	7.17963	8.20713	7.3544	4.38014	9.22829	10.4534
Stage_5	5.9372	5.49174	4.96146	7.90426	4.16999	7.41349	4.35415	5.69621	6.76066	8.21157	4.93878	7.96882	7.42689	5.33058	5.20186	4.69335	5.67849	5.93061	6.77701	5.54436	8.69353	6.51263	4.92783	7.54771	9.56154
Stage_5	5.57419	5.20219	4.85157	7.79029	4.97125	7.31905	4.16661	6.06342	7.72416	8.01876	5.93221	7.71302	7.24262	5.4578	5.28258	4.9679	5.72862	5.97464	7.40182	6.06413	8.88623	6.72899	4.59894	6.57536	8.6695
Stage_5	5.67399	5.66303	4.70432	7.82198	5.47773	6.89063	5.39003	5.89055	8.32088	8.89408	5.78225	8.45008	6.93642	5.52468	6.02065	4.56757	6.32799	7.02287	7.57814	6.11095	8.56198	7.7128	5.13364	8.93423	9.57994
Stage_5	5.27696	5.37264	4.91243	6.91552	5.78177	7.36145	6.45488	6.24408	8.54433	8.6519	5.17326	8.63306	6.96261	6.00104	5.44786	4.48779	6.25651	6.01736	8.30661	6.13875	8.17357	7.92013	5.0423	8.83833	9.68815
Stage_5	5.84711	5.90516	4.32757	7.49837	5.05001	7.63492	4.41527	5.95752	8.41403	8.18638	5.47805	7.39898	9.5083	6.2987	5.27235	4.68745	5.43342	6.89082	6.77308	5.93087	8.44734	7.44591	4.82795	7.19322	9.53103
Stage_5	6.57339	5.81084	4.22385	8.10597	5.46418	6.03917	4.6683	6.00228	9.04327	8.49837	5.38226	7.2683	8.50586	6.0009	6.10549	4.87668	6.33346	8.17067	7.34835	5.78547	8.07341	7.45618	5.69258	6.51522	9.07622
Stage_5	5.3051	5.73677	4.95794	7.1564	5.56199	7.18423	5.46413	6.24348	8.03633	8.7392	5.68008	9.02413	7.9806	5.48245	5.55313	4.77562	6.05477	6.34653	7.72483	5.61603	8.26658	8.29956	4.90002	8.16159	9.2629
Stage_5	5.61549	6.20735	4.06651	7.43201	5.62452	7.53222	5.80717	6.00797	8.63313	8.82697	5.34601	8.74039	7.93246	5.31667	5.84816	4.61963	5.72876	7.21785	8.09364	5.63513	8.37027	8.15397	4.59663	8.23743	9.53003
Stage_5	5.73421	5.3782	4.25792	6.80001	4.80996	7.44459	4.73339	5.86714	8.12063	8.2806	4.82478	7.94323	7.31571	5.74348	5.22545	4.47239	5.12998	6.62036	7.74021	5.57484	8.4352	7.33544	4.36526	7.49989	9.35449
Stage_5	5.74021	5.83463	4.00383	6.83556	5.51611	7.3199	4.57929	6.27105	8.85345	8.60615	5.26362	7.92804	7.36607	5.22716	5.99911	4.60345	5.80343	7.38746	7.29804	5.80979	7.94531	7.76395	4.6579	7.74203	9.45158
Stage_5	5.24404	5.91398	3.93649	7.08238	4.78272	7.43077	4.81801	5.84145	8.1373	8.78196	5.24519	8.72282	7.60714	5.52615	5.33069	4.65957	5.77798	6.67174	7.1507	5.77172	8.26274	7.92431	4.51517	9.12237	9.97002
Stage_5	5.34188	6.22634	3.91998	7.25306	5.22838	6.91216	4.24353	6.01093	7.80723	7.91871	4.92702	8.96715	7.57704	5.1594	5.11421	4.5643	5.54227	6.29777	7.13105	5.90673	8.55452	7.91171	4.49093	8.38911	9.18615
Stage_5	4.84614	5.90694	4.18354	6.74809	4.6451	6.32226	4.25867	5.93414	6.30403	7.45902	6.33931	7.52205	5.21183	4.81064	5.1193	4.49893	5.97784	5.19847	6.40247	5.81717	8.67127	6.91567	5.02802	6.28111	7.99889
Stage_5	6.13722	6.51952	3.85985	7.52024	4.80497	7.24389	4.67406	5.8088	7.99405	8.34883	5.36792	8.39525	7.32679	5.56918	5.58886	4.34715	5.63462	6.67791	6.50983	5.76814	8.11979	7.38471	4.22415	9.23467	9.95856
Stage_5	6.8439	5.47259	4.29057	7.04001	5.39324	7.19191	5.10035	5.99659	7.28071	8.38316	4.84724	8.1971	7.22128	5.20408	5.4641	4.96762	5.94485	6.10435	8.10331	5.78367	7.59822	7.16692	5.21091	8.70898	9.75882
Stage_5	5.70399	6.26961	3.67234	6.9908	4.88401	7.57894	4.44928	5.62647	8.15321	8.74654	5.26531	8.33833	6.00373	5.8639	5.71025	4.74726	5.65833	7.04428	6.67573	5.62839	8.45522	7.46741	4.49483	9.09816	10.4461
Stage_5	5.51969	4.97878	4.44278	7.27947	4.70261	7.17998	5.01688	5.72568	7.74621	8.66599	4.84183	8.20359	6.22077	5.56064	6.27119	4.66776	5.78446	6.33957	7.22849	5.74932	8.08104	7.75775	4.76855	8.51313	9.68948
Stage_5	5.49987	5.91682	4.55409	7.4019	6.00999	6.92266	5.01665	6.50997	8.14313	8.71913	4.92713	9.03854	7.28223	4.9817	5.79275	4.83888	6.46306	7.04887	8.08143	6.1202	7.82493	7.79719	5.02382	8.21833	8.70845
Stage_5	5.23586	5.67814	3.94425	6.94144	5.25473	7.6935	4.91893	5.90169	8.06014	8.42499	4.69353	8.15069	7.55061	5.41574	5.47787	4.4318	5.85674	6.71816	7.18614	5.57307	8.73757	8.3067	4.6868	7.91969	9.59074
Stage_5	5.18933	5.72667	4.28424	7.26172	5.30986	7.18097	4.50185	6.19376	7.85383	8.00587	4.96708	8.14478	7.8317	4.78379	5.18518	4.75245	5.84804	6.44711	7.07273	6.04196	8.3232	8.4099	5.05573	8.01679	9.00421
Stage_5	5.44994	6.10172	4.36582	7.64683	5.68371	7.00163	5.39178	6.02135	8.40099	8.71639	5.51819	8.78426	7.75204	5.23142	6.23703	4.78033	6.32576	6.85514	7.75731	5.87344	8.59186	8.33391	5.01928	8.01599	9.19563
Stage_5	4.95901	5.37335	4.67064	7.2639	4.40659	6.97411	4.43161	6.13515	7.6936	7.99818	5.2194	7.90137	6.55333	6.20928	5.31668	6.25657	5.4911	5.75525	7.16361	5.53398	8.58158	6.86077	4.69355	7.94733	9.17344
Stage_5	5.42732	5.83977	4.67369	7.01635	5.36984	6.94558	4.54855	6.01019	7.85587	8.1746	5.40226	8.19894	8.47193	4.779	5.55522	4.51197	5.65084	6.41122	6.31488	5.79842	7.39846	8.23362	4.73898	8.57992	8.8621
Stage_5	5.15396	5.96359	3.97842	7.13024	4.84847	7.10586	5.05801	6.37352	8.20041	8.61931	5.3124	8.54474	8.6879	5.27572	5.59858	4.58309	5.57412	6.89749	7.56835	5.70526	8.03566	8.48178	4.44824	8.7296	8.73186
Stage_5	5.33307	5.96004	4.11496	7.15357	5.73011	7.24031	5.34558	5.79484	8.28458	8.79992	5.21714	8.45569	7.03612	5.13473	5.77197	4.49874	6.39126	7.12747	7.33503	5.6372	8.21296	8.02942	4.6032	8.20546	10.0111
Stage_5	5.29953	5.79727	3.75391	7.07143	4.93843	7.15731	5.17909	5.45499	8.20514	8.5592	4.9549	8.36891	7.68526	5.13275	5.00959	4.6384	5.80761	6.50703	7.11397	5.58778	8.46179	7.83277	4.07776	9.28111	9.87492
Stage_6	4.22635	5.55854	4.02172	6.9546	4.63551	7.37328	4.26355	5.53787	6.8614	6.47559	5.35176	7.97255	6.12229	4.57962	4.90682	4.48985	5.90423	4.77897	6.45836	5.34546	8.23194	6.69318	5.06143	6.89473	10.1937
Stage_6	4.6396	5.97038	3.6333	6.63566	4.10567	7.49188	4.08467	5.24436	7.32722	6.56072	5.4204	7.75503	7.49359	5.19608	4.85318	4.17824	4.84686	4.82351	6.39988	5.17006	8.42617	6.53095	4.10646	6.81605	10.125
Stage_6	4.35116	5.38819	3.75892	7.29655	4.63463	7.23883	3.9874	5.66174	6.63552	6.48213	4.94212	8.62349	4.59859	7.11514	4.72652	4.42993	5.17992	4.55065	6.75798	5.39946	7.08881	8.00122	4.68769	5.27604	10.9393
Stage_6	4.45823	5.79178	3.9757	5.66825	4.74374	7.0244	4.48856	5.69359	6.69741	6.84544	5.2817	8.68095	7.33938	4.8075	4.896	4.24139	5.7043	4.85674	6.51786	5.99005	7.60895	7.23191	4.70896	8.23546	10.3837
Stage_6	4.90535	5.69937	3.69788	6.7781	4.1043	7.65205	4.24621	6.38832	8.23791	6.45892	5.25965	8.11452	8.6177	7.24314	6.67712	4.32963	5.1822	5.00967	6.72422	5.33059	7.66667	6.83505	4.3442	5.71055	9.96812
Stage_6	4.39093	5.20913	3.60982	6.7454	4.70734	7.3847	4.46538	5.84053	7.90562	6.83952	4.74415	8.64521	7.20687	4.91071	4.86968	4.46649	5.62839	4.63518	6.76495	5.61153	7.7806	6.45401	4.37928	6.61606	10.205
Stage_6	5.26039	5.39969	3.61133	6.92661	4.13547	7.26266	4.14735	5.63688	7.77836	6.70347	5.31268	7.42672	7.50975	5.3745	4.84611	4.2084	4.9702	5.25715	6.64482	5.1133	7.75636	6.88966	4.73239	7.20851	10.2191
Stage_6	4.63306	6.11143	4.37064	6.45816	4.82204	7.32893	4.49161	6.40465	8.36088	6.75774	4.96326	8.48715	7.64606	5.32431	4.72598	4.67263	5.62855	5.08578	6.50139	5.21839	8.04141	6.69244	4.29909	7.91066	10.1014
Stage_6	5.1114	6.25654	4.4639	7.58378	4.40847	6.64648	4.2287	5.66921	6.7259	6.8193	6.7728	7.67701	6.01012	4.83864	4.46349	4.24708	5.1207	5.28914	6.97306	5.22129	5.91051	5.88394	4.8644	6.17426	10.3484
Stage_6	4.25329	5.53497	3.98914	6.12327	4.43846	7.55112	4.64792	6.00691	6.34264	6.7255	5.01514	8.20774	7.32022	4.46194	4.70847	4.64287	5.86403	4.76837	6.62726	5.66059	8.45243	7.04987	4.79051	7.40889	10.3499
Stage_6	4.47172	5.62648	3.5759	6.14204	4.47183	7.47492	4.21545	5.62423	5.88358	7.13682	4.68553	7.98054	6.41071	4.80715	4.7822	4.657	5.52923	4.73473	6.71967	5.63693	8.02564	6.34904	4.16991	7.98828	10.0669
Stage_6	4.78932	6.33707	4.3155	6.29516	4.44422	7.05998	4.34434	5.93597	8.09531	7.00225	5.22471	8.87494	7.81432	5.10309	4.78781	4.50703	6.04507	5.08431	7.30637	5.62163	7.8243	6.45669	4.59394	7.87058	10.1222
Stage_6	4.87228	5.62001	3.893	5.63405	4.07819	7.57543	4.33781	5.30689	6.92112	6.69275	4.70477	8.58886	7.18517	4.9953	5.0264	4.55746	5.37209	4.46137	6.59353	5.35521	8.2948	6.60561	4.09666	6.80336	9.97532
Stage_6	4.42604	5.49248	4.01124	6.61596	4.99975	7.20954	4.1257	6.92868	8.32646	6.59283	4.72342	7.4865	6.1817	6.52354	5.3699	6.17677	5.69954	4.81993	7.25748	5.60078	7.45317	6.92256	4.80477	6.95426	8.82384
Stage_6	4.52907	5.76204	3.70742	5.73161	4.27688	7.57671	3.91413	5.93363	7.50138	6.44456	5.2928	9.12854	7.44735	4.45496	5.00288	4.59883	5.69173	4.4795	6.72087	5.46477	8.37954	6.76388	4.1001	6.88623	9.79187
Stage_6	4.57352	5.18518	3.87025	6.16899	4.85659	7.18588	4.04466	6.10629	7.44165	6.60347	5.19707	8.7501	7.28422	4.68253	4.78028	4.86727	5.85131	4.5676	6.71492	5.1537	8.57855	6.83627	4.64905	7.04146	10.3517
Stage_6	4.90159	5.5342	4.21684	5.19424	4.77906	6.70612	4.04477	5.73284	5.45045	7.52985	4.89529	8.52888	7.25564	4.10966	4.8909	4.35874	5.20359	4.61088	6.69398	5.62626	8.23026	6.24375	4.50497	6.67074	10.2028
Stage_6	4.25735	5.65568	3.75698	6.09305	4.28467	7.78473	4.03187	5.50934	5.54568	6.80153	4.52161	7.58277	6.54041	4.36227	4.84854	4.47979	5.20229	4.62431	6.45319	5.74539	8.32539	6.5179	4.35094	6.7966	10.2362
Stage_6	4.57792	5.40935	4.01087	6.69431	4.61933	7.26807	3.8566	5.93779	7.65874	7.02467	4.82953	8.8795	5.00139	6.20982	4.5698	4.69256	5.13121	5.91222	6.82263	5.41039	7.00227	6.5003	4.26321	5.82514	10.9829
Stage_6	4.34902	5.51007	4.29145	5.69509	4.47269	7.44232	4.46025	5.57447	6.03315	6.98186	4.72324	7.93643	6.99577	4.41926	4.63472	4.75663	5.41818	4.59688	5.80401	5.66567	7.70924	6.32931	4.37563	8.99469	10.231
Stage_6	4.46814	5.08818	4.16526	6.07906	4.95801	7.97828	4.85212	5.51373	5.8997	6.83228	4.37544	7.97283	6.27547	4.62787	5.18048	4.4989	5.17764	4.57753	6.78016	5.58395	7.83606	6.34928	4.77957	8.6331	10.2692
Stage_6	4.77572	5.51081	4.15877	7.0787	4.64996	6.99455	3.97563	6.05559	6.08121	6.95694	5.07361	6.89276	7.80971	5.97186	4.71379	4.27464	5.1939	5.1926	6.32614	5.62089	7.31904	6.04972	4.75424	6.6292	10.4322
Stage_6	4.97317	5.21216	4.58735	6.88951	4.2907	7.83537	3.96908	4.95208	7.07651	7.23739	5.18718	7.92129	8.5396	6.53032	5.07578	4.29297	5.47572	6.16168	6.78791	5.68511	7.23679	5.75144	4.65124	6.23191	10.2334
Stage_6	4.45983	5.16607	3.79569	5.98967	4.39424	7.55023	3.91364	5.46281	5.79917	6.71686	4.34552	8.20463	7.16045	4.44863	4.69709	4.4356	5.22613	4.19292	6.55605	5.6716	8.0731	6.29859	4.53397	7.23128	10.3129
Stage_6	4.55265	5.11246	4.51413	5.58735	5.24777	7.28503	4.39808	5.93036	5.86126	7.26232	4.88316	8.30858	6.34247	4.49924	5.19574	4.43192	5.12831	4.95595	7.47217	5.92534	7.94938	6.45876	4.91319	7.06126	10.2643
Stage_6	4.5333	6.01937	4.12123	6.35824	4.5541	6.967	3.8963	5.67009	5.92497	5.7847	5.14128	7.77871	4.27525	4.59443	4.81637	4.42684	4.83004	5.07771	6.14027	5.22055	8.26277	6.35024	4.6478	4.86776	8.9972
Stage_6	4.55974	5.49354	4.43578	6.35356	4.80123	7.32569	4.13762	6.01041	6.16432	6.12846	5.06015	7.43511	4.53172	4.57097	4.67051	4.20059	5.04835	4.70512	6.73497	5.42195	8.06214	6.11447	4.47715	5.83914	9.13697
Stage_6	4.36066	5.93739	4.03893	6.00338	4.52597	7.7007	4.4695	5.49352	6.02073	7.48998	4.7533	8.2304	6.53058	4.52907	4.59303	4.14854	5.21345	4.4702	6.50061	5.38571	8.34814	6.5106	4.12889	8.4782	10.2745
Stage_6	5.04244	5.46785	4.14066	6.86233	4.37253	7.91766	4.34848	5.52219	5.53429	7.37719	4.80075	7.87363	6.70821	4.4631	4.96882	4.39014	5.04442	4.72488	6.3369	5.78288	7.84628	6.29949	4.44873	8.29217	10.0574
Stage_6	4.42542	5.41663	4.25227	5.64448	4.51569	7.3381	4.41352	6.01901	6.21726	6.98997	4.45899	8.32975	6.76814	4.38648	4.78234	4.14944	5.26041	4.76041	6.35914	5.41012	7.8466	6.48905	4.88104	7.96913	10.3708
Stage_6	4.51609	5.56305	3.96462	5.67785	4.58766	7.25376	4.27131	5.23218	5.81605	6.78254	4.66491	8.55562	7.31891	4.44985	4.92519	4.59656	5.6723	4.69911	6.14583	5.64299	8.02066	6.77938	4.7631	7.77053	10.408
